cpg_site,category,chr,pos,gene,gene_start,gene_end,in_gene_body,is_ME_hit
chr11_17085784,ambiguous,chr11,17085784,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17085862,ambiguous,chr11,17085862,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17085972,ambiguous,chr11,17085972,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17085984,ambiguous,chr11,17085984,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086046,ambiguous,chr11,17086046,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086105,ambiguous,chr11,17086105,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086110,ambiguous,chr11,17086110,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086134,ambiguous,chr11,17086134,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086136,ambiguous,chr11,17086136,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086140,ambiguous,chr11,17086140,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086164,ambiguous,chr11,17086164,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086166,ambiguous,chr11,17086166,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086186,ambiguous,chr11,17086186,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086227,constitutive,chr11,17086227,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086281,constitutive,chr11,17086281,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086315,ambiguous,chr11,17086315,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086323,constitutive,chr11,17086323,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17086603,constitutive,chr11,17086603,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17087337,constitutive,chr11,17087337,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17087610,ambiguous,chr11,17087610,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17087690,ambiguous,chr11,17087690,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17087938,constitutive,chr11,17087938,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088047,constitutive,chr11,17088047,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088295,constitutive,chr11,17088295,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088309,constitutive,chr11,17088309,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088317,constitutive,chr11,17088317,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088334,constitutive,chr11,17088334,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088351,constitutive,chr11,17088351,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088397,constitutive,chr11,17088397,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088405,constitutive,chr11,17088405,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088430,constitutive,chr11,17088430,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088484,constitutive,chr11,17088484,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088531,constitutive,chr11,17088531,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17088541,constitutive,chr11,17088541,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089090,constitutive,chr11,17089090,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089197,constitutive,chr11,17089197,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089296,constitutive,chr11,17089296,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089694,constitutive,chr11,17089694,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089753,constitutive,chr11,17089753,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089777,constitutive,chr11,17089777,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089841,constitutive,chr11,17089841,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089880,constitutive,chr11,17089880,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17089996,constitutive,chr11,17089996,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090052,constitutive,chr11,17090052,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090206,constitutive,chr11,17090206,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090239,constitutive,chr11,17090239,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090327,constitutive,chr11,17090327,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090398,constitutive,chr11,17090398,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090454,constitutive,chr11,17090454,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090613,constitutive,chr11,17090613,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090864,constitutive,chr11,17090864,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090886,constitutive,chr11,17090886,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17090998,constitutive,chr11,17090998,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091038,constitutive,chr11,17091038,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091223,constitutive,chr11,17091223,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091259,constitutive,chr11,17091259,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091263,constitutive,chr11,17091263,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091349,constitutive,chr11,17091349,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091358,constitutive,chr11,17091358,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091365,constitutive,chr11,17091365,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091383,constitutive,chr11,17091383,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091590,constitutive,chr11,17091590,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17091755,constitutive,chr11,17091755,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092031,constitutive,chr11,17092031,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092171,constitutive,chr11,17092171,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092401,constitutive,chr11,17092401,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092407,constitutive,chr11,17092407,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092437,constitutive,chr11,17092437,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092522,constitutive,chr11,17092522,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092564,constitutive,chr11,17092564,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092603,constitutive,chr11,17092603,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092620,constitutive,chr11,17092620,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092662,constitutive,chr11,17092662,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092722,constitutive,chr11,17092722,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17092849,constitutive,chr11,17092849,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093087,constitutive,chr11,17093087,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093162,constitutive,chr11,17093162,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093255,constitutive,chr11,17093255,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093289,constitutive,chr11,17093289,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093297,constitutive,chr11,17093297,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093367,constitutive,chr11,17093367,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093411,constitutive,chr11,17093411,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093457,constitutive,chr11,17093457,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093465,constitutive,chr11,17093465,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093499,constitutive,chr11,17093499,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093506,constitutive,chr11,17093506,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093510,constitutive,chr11,17093510,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093553,constitutive,chr11,17093553,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093555,constitutive,chr11,17093555,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093559,constitutive,chr11,17093559,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17093833,constitutive,chr11,17093833,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094063,constitutive,chr11,17094063,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094161,constitutive,chr11,17094161,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094319,constitutive,chr11,17094319,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094330,constitutive,chr11,17094330,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094372,constitutive,chr11,17094372,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094445,constitutive,chr11,17094445,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094489,constitutive,chr11,17094489,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094552,ambiguous,chr11,17094552,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094594,constitutive,chr11,17094594,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094672,constitutive,chr11,17094672,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094707,constitutive,chr11,17094707,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17094976,constitutive,chr11,17094976,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095252,constitutive,chr11,17095252,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095258,ME,chr11,17095258,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095297,constitutive,chr11,17095297,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095301,constitutive,chr11,17095301,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095313,constitutive,chr11,17095313,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095447,constitutive,chr11,17095447,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095451,constitutive,chr11,17095451,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095507,constitutive,chr11,17095507,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095515,constitutive,chr11,17095515,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095585,constitutive,chr11,17095585,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095667,constitutive,chr11,17095667,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095675,constitutive,chr11,17095675,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095707,constitutive,chr11,17095707,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095735,ambiguous,chr11,17095735,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095771,constitutive,chr11,17095771,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095783,constitutive,chr11,17095783,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095865,constitutive,chr11,17095865,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17095873,constitutive,chr11,17095873,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096064,constitutive,chr11,17096064,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096091,constitutive,chr11,17096091,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096131,constitutive,chr11,17096131,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096141,constitutive,chr11,17096141,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096227,constitutive,chr11,17096227,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096289,constitutive,chr11,17096289,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096329,constitutive,chr11,17096329,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096333,constitutive,chr11,17096333,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096695,ambiguous,chr11,17096695,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096748,constitutive,chr11,17096748,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17096845,ambiguous,chr11,17096845,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097115,constitutive,chr11,17097115,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097193,ambiguous,chr11,17097193,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097286,ambiguous,chr11,17097286,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097641,constitutive,chr11,17097641,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097651,constitutive,chr11,17097651,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097688,constitutive,chr11,17097688,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097711,constitutive,chr11,17097711,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097786,constitutive,chr11,17097786,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097806,constitutive,chr11,17097806,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17097871,constitutive,chr11,17097871,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17098340,constitutive,chr11,17098340,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17098557,ambiguous,chr11,17098557,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17098925,constitutive,chr11,17098925,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17098956,constitutive,chr11,17098956,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17098964,constitutive,chr11,17098964,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17098998,constitutive,chr11,17098998,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099044,constitutive,chr11,17099044,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099056,constitutive,chr11,17099056,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099083,constitutive,chr11,17099083,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099137,constitutive,chr11,17099137,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099141,constitutive,chr11,17099141,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099146,constitutive,chr11,17099146,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099174,constitutive,chr11,17099174,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099186,constitutive,chr11,17099186,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099419,constitutive,chr11,17099419,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099461,constitutive,chr11,17099461,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099478,constitutive,chr11,17099478,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099885,constitutive,chr11,17099885,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17099918,constitutive,chr11,17099918,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100276,constitutive,chr11,17100276,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100360,constitutive,chr11,17100360,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100377,constitutive,chr11,17100377,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100441,constitutive,chr11,17100441,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100464,constitutive,chr11,17100464,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100511,constitutive,chr11,17100511,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100513,constitutive,chr11,17100513,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100871,constitutive,chr11,17100871,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17100894,constitutive,chr11,17100894,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101126,constitutive,chr11,17101126,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101363,constitutive,chr11,17101363,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101429,constitutive,chr11,17101429,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101642,constitutive,chr11,17101642,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101664,constitutive,chr11,17101664,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101666,constitutive,chr11,17101666,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101728,constitutive,chr11,17101728,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101736,constitutive,chr11,17101736,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101752,constitutive,chr11,17101752,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101764,ambiguous,chr11,17101764,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101793,ambiguous,chr11,17101793,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101824,ambiguous,chr11,17101824,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101882,constitutive,chr11,17101882,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17101898,constitutive,chr11,17101898,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102066,constitutive,chr11,17102066,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102077,constitutive,chr11,17102077,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102160,constitutive,chr11,17102160,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102174,constitutive,chr11,17102174,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102202,constitutive,chr11,17102202,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102207,constitutive,chr11,17102207,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102232,constitutive,chr11,17102232,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102252,constitutive,chr11,17102252,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102263,constitutive,chr11,17102263,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102293,constitutive,chr11,17102293,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102353,constitutive,chr11,17102353,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102361,constitutive,chr11,17102361,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102368,constitutive,chr11,17102368,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102385,constitutive,chr11,17102385,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102391,constitutive,chr11,17102391,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102415,constitutive,chr11,17102415,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102431,constitutive,chr11,17102431,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102574,constitutive,chr11,17102574,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102576,constitutive,chr11,17102576,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102730,constitutive,chr11,17102730,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102737,constitutive,chr11,17102737,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17102761,constitutive,chr11,17102761,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17103093,ambiguous,chr11,17103093,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17103119,constitutive,chr11,17103119,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104053,ambiguous,chr11,17104053,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104453,constitutive,chr11,17104453,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104463,constitutive,chr11,17104463,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104496,constitutive,chr11,17104496,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104500,constitutive,chr11,17104500,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104521,constitutive,chr11,17104521,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104532,constitutive,chr11,17104532,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104585,constitutive,chr11,17104585,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104597,constitutive,chr11,17104597,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104641,constitutive,chr11,17104641,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104656,constitutive,chr11,17104656,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104673,constitutive,chr11,17104673,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104681,constitutive,chr11,17104681,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17104781,constitutive,chr11,17104781,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105008,constitutive,chr11,17105008,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105279,constitutive,chr11,17105279,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105417,constitutive,chr11,17105417,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105485,constitutive,chr11,17105485,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105506,constitutive,chr11,17105506,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105600,ambiguous,chr11,17105600,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105846,constitutive,chr11,17105846,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105874,constitutive,chr11,17105874,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105937,constitutive,chr11,17105937,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105964,constitutive,chr11,17105964,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17105969,constitutive,chr11,17105969,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106376,constitutive,chr11,17106376,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106390,constitutive,chr11,17106390,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106396,constitutive,chr11,17106396,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106446,constitutive,chr11,17106446,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106684,constitutive,chr11,17106684,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106721,constitutive,chr11,17106721,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106731,constitutive,chr11,17106731,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106880,constitutive,chr11,17106880,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17106892,constitutive,chr11,17106892,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107039,constitutive,chr11,17107039,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107079,constitutive,chr11,17107079,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107084,constitutive,chr11,17107084,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107109,constitutive,chr11,17107109,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107169,constitutive,chr11,17107169,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107176,constitutive,chr11,17107176,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107181,constitutive,chr11,17107181,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107205,ambiguous,chr11,17107205,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107244,constitutive,chr11,17107244,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107269,constitutive,chr11,17107269,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107307,constitutive,chr11,17107307,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107549,constitutive,chr11,17107549,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107586,constitutive,chr11,17107586,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107794,constitutive,chr11,17107794,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107932,constitutive,chr11,17107932,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17107964,ambiguous,chr11,17107964,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108027,ambiguous,chr11,17108027,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108118,constitutive,chr11,17108118,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108123,constitutive,chr11,17108123,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108163,constitutive,chr11,17108163,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108225,ambiguous,chr11,17108225,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108334,constitutive,chr11,17108334,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108385,constitutive,chr11,17108385,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108398,constitutive,chr11,17108398,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108404,constitutive,chr11,17108404,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17108410,constitutive,chr11,17108410,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17109062,constitutive,chr11,17109062,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17109135,constitutive,chr11,17109135,PIK3C2A,17077730,17207986,TRUE,FALSE
chr11_17109219,constitutive,chr11,17109219,PIK3C2A,17077730,17207986,TRUE,FALSE
