cpg_site,chr,pos,gene,gene_start,gene_end,in_gene_body,is_meso_hit
chr13_25399637,chr13,25399637,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399644,chr13,25399644,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399648,chr13,25399648,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399653,chr13,25399653,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399681,chr13,25399681,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399691,chr13,25399691,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399693,chr13,25399693,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399697,chr13,25399697,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25399702,chr13,25399702,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25400421,chr13,25400421,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25400629,chr13,25400629,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25400748,chr13,25400748,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25400798,chr13,25400798,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25400839,chr13,25400839,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401054,chr13,25401054,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401127,chr13,25401127,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401140,chr13,25401140,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401156,chr13,25401156,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401161,chr13,25401161,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401391,chr13,25401391,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401453,chr13,25401453,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401691,chr13,25401691,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401700,chr13,25401700,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401710,chr13,25401710,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401895,chr13,25401895,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25401959,chr13,25401959,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402075,chr13,25402075,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402138,chr13,25402138,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402146,chr13,25402146,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402197,chr13,25402197,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402326,chr13,25402326,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402339,chr13,25402339,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402401,chr13,25402401,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402477,chr13,25402477,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402656,chr13,25402656,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402725,chr13,25402725,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25402912,chr13,25402912,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25403122,chr13,25403122,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25403149,chr13,25403149,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25403191,chr13,25403191,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25403341,chr13,25403341,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25403562,chr13,25403562,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25403883,chr13,25403883,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404021,chr13,25404021,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404426,chr13,25404426,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404472,chr13,25404472,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404627,chr13,25404627,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404631,chr13,25404631,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404655,chr13,25404655,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404676,chr13,25404676,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404678,chr13,25404678,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404835,chr13,25404835,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404887,chr13,25404887,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404914,chr13,25404914,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25404991,chr13,25404991,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405040,chr13,25405040,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405052,chr13,25405052,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405075,chr13,25405075,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405081,chr13,25405081,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405220,chr13,25405220,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405228,chr13,25405228,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405303,chr13,25405303,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405344,chr13,25405344,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405478,chr13,25405478,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405512,chr13,25405512,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405545,chr13,25405545,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405582,chr13,25405582,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405814,chr13,25405814,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25405852,chr13,25405852,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406141,chr13,25406141,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406201,chr13,25406201,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406251,chr13,25406251,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406730,chr13,25406730,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406830,chr13,25406830,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406858,chr13,25406858,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406934,chr13,25406934,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25406965,chr13,25406965,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407057,chr13,25407057,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407078,chr13,25407078,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407805,chr13,25407805,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407917,chr13,25407917,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407964,chr13,25407964,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407979,chr13,25407979,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25407985,chr13,25407985,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408176,chr13,25408176,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408208,chr13,25408208,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408221,chr13,25408221,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408249,chr13,25408249,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408265,chr13,25408265,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408324,chr13,25408324,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408341,chr13,25408341,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408386,chr13,25408386,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25408483,chr13,25408483,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25409135,chr13,25409135,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25409804,chr13,25409804,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410083,chr13,25410083,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410103,chr13,25410103,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410148,chr13,25410148,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410202,chr13,25410202,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410286,chr13,25410286,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410612,chr13,25410612,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410660,chr13,25410660,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25410940,chr13,25410940,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25411748,chr13,25411748,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25411997,chr13,25411997,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25412174,chr13,25412174,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25412428,chr13,25412428,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25412568,chr13,25412568,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25412651,chr13,25412651,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25412883,chr13,25412883,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413006,chr13,25413006,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413069,chr13,25413069,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413097,chr13,25413097,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413107,chr13,25413107,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413384,chr13,25413384,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413406,chr13,25413406,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413426,chr13,25413426,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413528,chr13,25413528,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413724,chr13,25413724,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413784,chr13,25413784,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413971,chr13,25413971,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413980,chr13,25413980,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413987,chr13,25413987,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25413999,chr13,25413999,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414090,chr13,25414090,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414157,chr13,25414157,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414221,chr13,25414221,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414229,chr13,25414229,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414283,chr13,25414283,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414293,chr13,25414293,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414315,chr13,25414315,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414459,chr13,25414459,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414481,chr13,25414481,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414602,chr13,25414602,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25414634,chr13,25414634,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25415044,chr13,25415044,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25415057,chr13,25415057,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25415167,chr13,25415167,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25415649,chr13,25415649,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25415651,chr13,25415651,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25416147,chr13,25416147,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25416630,chr13,25416630,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25416809,chr13,25416809,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25417028,chr13,25417028,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25417635,chr13,25417635,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418091,chr13,25418091,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418301,chr13,25418301,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418454,chr13,25418454,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418516,chr13,25418516,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418714,chr13,25418714,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418721,chr13,25418721,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418735,chr13,25418735,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25418772,chr13,25418772,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419076,chr13,25419076,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419092,chr13,25419092,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419096,chr13,25419096,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419417,chr13,25419417,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419545,chr13,25419545,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419758,chr13,25419758,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25419993,chr13,25419993,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420059,chr13,25420059,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420104,chr13,25420104,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420318,chr13,25420318,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420326,chr13,25420326,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420621,chr13,25420621,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420734,chr13,25420734,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420768,chr13,25420768,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25420789,chr13,25420789,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421160,chr13,25421160,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421306,chr13,25421306,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421419,chr13,25421419,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421623,chr13,25421623,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421784,chr13,25421784,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421819,chr13,25421819,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421848,chr13,25421848,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421983,chr13,25421983,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25421988,chr13,25421988,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25422180,chr13,25422180,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25422449,chr13,25422449,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25422611,chr13,25422611,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423059,chr13,25423059,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423088,chr13,25423088,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423101,chr13,25423101,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423200,chr13,25423200,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423377,chr13,25423377,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423458,chr13,25423458,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423574,chr13,25423574,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423813,chr13,25423813,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25423932,chr13,25423932,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424057,chr13,25424057,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424122,chr13,25424122,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424402,chr13,25424402,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424545,chr13,25424545,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424621,chr13,25424621,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424657,chr13,25424657,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424683,chr13,25424683,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424685,chr13,25424685,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424786,chr13,25424786,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424830,chr13,25424830,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25424936,chr13,25424936,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425047,chr13,25425047,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425098,chr13,25425098,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425405,chr13,25425405,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425731,chr13,25425731,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425735,chr13,25425735,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425766,chr13,25425766,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425797,chr13,25425797,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425818,chr13,25425818,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425822,chr13,25425822,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425828,chr13,25425828,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425855,chr13,25425855,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425867,chr13,25425867,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25425871,chr13,25425871,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25426713,chr13,25426713,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25426808,chr13,25426808,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25426860,chr13,25426860,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427018,chr13,25427018,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427138,chr13,25427138,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427148,chr13,25427148,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427226,chr13,25427226,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427484,chr13,25427484,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427488,chr13,25427488,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427661,chr13,25427661,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427842,chr13,25427842,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427848,chr13,25427848,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25427925,chr13,25427925,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428056,chr13,25428056,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428098,chr13,25428098,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428341,chr13,25428341,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428383,chr13,25428383,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428395,chr13,25428395,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428417,chr13,25428417,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428671,chr13,25428671,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428712,chr13,25428712,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428760,chr13,25428760,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428857,chr13,25428857,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25428927,chr13,25428927,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429133,chr13,25429133,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429138,chr13,25429138,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429159,chr13,25429159,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429196,chr13,25429196,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429262,chr13,25429262,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429301,chr13,25429301,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429439,chr13,25429439,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429613,chr13,25429613,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429626,chr13,25429626,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429635,chr13,25429635,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429752,chr13,25429752,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429774,chr13,25429774,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25429813,chr13,25429813,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430101,chr13,25430101,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430174,chr13,25430174,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430279,chr13,25430279,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430285,chr13,25430285,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430311,chr13,25430311,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430435,chr13,25430435,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430468,chr13,25430468,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430512,chr13,25430512,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430633,chr13,25430633,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430666,chr13,25430666,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430671,chr13,25430671,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430683,chr13,25430683,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430700,chr13,25430700,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430742,chr13,25430742,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430844,chr13,25430844,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25430849,chr13,25430849,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431226,chr13,25431226,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431297,chr13,25431297,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431302,chr13,25431302,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431337,chr13,25431337,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431368,chr13,25431368,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431376,chr13,25431376,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431395,chr13,25431395,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431428,chr13,25431428,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431444,chr13,25431444,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431496,chr13,25431496,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431499,chr13,25431499,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431502,chr13,25431502,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25431982,chr13,25431982,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25432130,chr13,25432130,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25432311,chr13,25432311,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25432473,chr13,25432473,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25432482,chr13,25432482,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25432892,chr13,25432892,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25432901,chr13,25432901,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433129,chr13,25433129,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433226,chr13,25433226,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433417,chr13,25433417,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433461,chr13,25433461,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433607,chr13,25433607,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433742,chr13,25433742,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433890,chr13,25433890,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25433908,chr13,25433908,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434105,chr13,25434105,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434128,chr13,25434128,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434130,chr13,25434130,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434177,chr13,25434177,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434202,chr13,25434202,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434389,chr13,25434389,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434409,chr13,25434409,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434458,chr13,25434458,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434473,chr13,25434473,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434493,chr13,25434493,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434568,chr13,25434568,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434591,chr13,25434591,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434600,chr13,25434600,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434697,chr13,25434697,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434716,chr13,25434716,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434854,chr13,25434854,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25434953,chr13,25434953,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435017,chr13,25435017,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435168,chr13,25435168,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435181,chr13,25435181,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435183,chr13,25435183,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435189,chr13,25435189,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435213,chr13,25435213,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435223,chr13,25435223,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435309,chr13,25435309,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435340,chr13,25435340,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435370,chr13,25435370,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435398,chr13,25435398,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435408,chr13,25435408,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435410,chr13,25435410,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435414,chr13,25435414,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435518,chr13,25435518,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435554,chr13,25435554,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435633,chr13,25435633,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435893,chr13,25435893,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25435912,chr13,25435912,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25436028,chr13,25436028,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25436316,chr13,25436316,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25436575,chr13,25436575,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25436861,chr13,25436861,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25437146,chr13,25437146,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25437587,chr13,25437587,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25437810,chr13,25437810,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25438234,chr13,25438234,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25438550,chr13,25438550,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25438584,chr13,25438584,ATP8A2,25371974,26025851,TRUE,FALSE
chr13_25438854,chr13,25438854,ATP8A2,25371974,26025851,TRUE,FALSE
